cidade,datetime,temp_c,umidade_pct,precipitacao_mm,vento_kmh
recife,2025-01-18 05:00:00,24.5,82.0,0.0,3.6
recife,2025-01-18 06:00:00,25.6,77.0,0.0,3.5
recife,2025-01-18 07:00:00,26.7,73.0,0.0,3.8
recife,2025-01-18 08:00:00,28.1,64.0,0.0,8.8
recife,2025-01-18 09:00:00,28.9,62.0,0.1,10.8
recife,2025-01-18 10:00:00,29.4,62.0,0.0,9.3
recife,2025-01-18 11:00:00,30.1,60.0,0.0,10.3
recife,2025-01-18 12:00:00,29.9,61.0,0.0,10.7
recife,2025-01-18 13:00:00,28.9,63.0,0.0,9.3
recife,2025-01-18 14:00:00,29.2,62.0,0.1,12.0
recife,2025-01-18 15:00:00,29.5,62.0,0.0,12.0
recife,2025-01-18 16:00:00,29.1,63.0,0.0,11.6
recife,2025-01-18 17:00:00,28.3,65.0,0.0,11.7
recife,2025-01-18 18:00:00,27.4,71.0,0.0,10.0
recife,2025-01-18 19:00:00,27.2,73.0,0.0,9.4
recife,2025-01-18 20:00:00,26.9,74.0,0.0,9.4
recife,2025-01-18 21:00:00,26.6,76.0,0.1,9.4
recife,2025-01-18 22:00:00,26.7,77.0,0.0,9.7
recife,2025-01-18 23:00:00,26.5,78.0,0.0,8.7
recife,2025-01-19 00:00:00,26.3,79.0,0.0,7.7
recife,2025-01-19 01:00:00,26.1,80.0,0.0,6.3
recife,2025-01-19 02:00:00,25.6,83.0,0.0,3.8
recife,2025-01-19 03:00:00,25.2,85.0,0.1,4.4
recife,2025-01-19 04:00:00,24.0,89.0,0.3,2.1
recife,2025-01-19 05:00:00,23.7,94.0,0.3,5.1
recife,2025-01-19 06:00:00,24.0,92.0,0.1,4.0
recife,2025-01-19 07:00:00,24.7,86.0,0.2,1.5
recife,2025-01-19 08:00:00,25.9,79.0,0.1,3.4
recife,2025-01-19 09:00:00,27.7,71.0,0.1,6.7
recife,2025-01-19 10:00:00,25.5,83.0,2.7,6.8
recife,2025-01-19 11:00:00,27.2,77.0,0.1,4.8
recife,2025-01-19 12:00:00,28.9,70.0,0.0,8.9
recife,2025-01-19 13:00:00,28.6,71.0,0.0,10.6
recife,2025-01-19 14:00:00,28.6,71.0,0.0,11.9
recife,2025-01-19 15:00:00,28.1,73.0,0.0,12.100000000000001
recife,2025-01-19 16:00:00,27.7,75.0,0.0,12.3
recife,2025-01-19 17:00:00,27.3,75.0,0.0,12.1
recife,2025-01-19 18:00:00,26.5,80.0,0.3,10.3
recife,2025-01-19 19:00:00,25.9,84.0,0.1,10.2
recife,2025-01-19 20:00:00,25.7,85.0,0.0,8.5
recife,2025-01-19 21:00:00,24.9,89.0,0.3,6.6
recife,2025-01-19 22:00:00,25.4,88.0,0.4,5.3
recife,2025-01-19 23:00:00,24.7,92.0,0.2,2.9
recife,2025-01-20 00:00:00,24.5,92.0,0.1,7.2
recife,2025-01-20 01:00:00,24.3,92.0,0.1,4.7
recife,2025-01-20 02:00:00,23.4,98.0,0.3,8.8
recife,2025-01-20 03:00:00,23.7,94.0,0.0,6.7
recife,2025-01-20 04:00:00,23.6,95.0,0.0,6.1
recife,2025-01-20 05:00:00,23.4,96.0,0.0,7.1
recife,2025-01-20 06:00:00,23.8,94.0,0.0,6.8
recife,2025-01-20 07:00:00,25.4,85.0,0.0,5.2
recife,2025-01-20 08:00:00,27.4,75.0,0.1,1.5
recife,2025-01-20 09:00:00,28.7,68.0,0.1,5.0
recife,2025-01-20 10:00:00,30.2,60.0,0.0,7.6
recife,2025-01-20 11:00:00,30.7,57.0,0.0,9.8
recife,2025-01-20 12:00:00,30.8,55.0,0.0,11.3
recife,2025-01-20 13:00:00,30.4,59.0,0.0,12.3
recife,2025-01-20 14:00:00,29.9,65.0,0.0,12.3
recife,2025-01-20 15:00:00,29.4,67.0,0.0,13.0
recife,2025-01-20 16:00:00,28.9,69.0,0.0,11.9
recife,2025-01-20 17:00:00,28.0,75.0,0.0,10.8
recife,2025-01-20 18:00:00,27.3,77.0,0.0,11.2
recife,2025-01-20 19:00:00,27.0,79.0,0.1,11.1
recife,2025-01-20 20:00:00,26.7,79.0,0.3,9.9
recife,2025-01-20 21:00:00,25.9,85.0,0.5,7.3
recife,2025-01-20 22:00:00,26.5,82.0,0.0,6.9
recife,2025-01-20 23:00:00,26.5,81.0,0.3,5.6
recife,2025-01-21 00:00:00,25.7,85.0,0.4,4.7
recife,2025-01-21 01:00:00,25.3,88.0,0.1,2.4
recife,2025-01-21 02:00:00,24.3,94.0,0.6,5.5
recife,2025-01-21 03:00:00,24.2,94.0,0.0,3.7
recife,2025-01-21 04:00:00,23.8,97.0,0.0,4.4
recife,2025-01-21 05:00:00,23.6,97.0,0.0,6.0
recife,2025-01-21 06:00:00,24.1,94.0,0.0,6.0
recife,2025-01-21 07:00:00,26.0,83.0,0.0,5.1
recife,2025-01-21 08:00:00,27.7,73.0,0.1,2.9
recife,2025-01-21 09:00:00,29.0,67.0,0.1,7.4
recife,2025-01-21 10:00:00,31.1,57.0,0.0,9.0
recife,2025-01-21 11:00:00,31.3,56.0,0.0,11.2
recife,2025-01-21 12:00:00,31.4,57.0,0.0,12.6
recife,2025-01-21 13:00:00,31.6,55.0,0.0,14.3
recife,2025-01-21 14:00:00,31.2,56.0,0.0,14.4
recife,2025-01-21 15:00:00,30.6,59.0,0.0,15.1
recife,2025-01-21 16:00:00,30.1,61.0,0.0,14.5
recife,2025-01-21 17:00:00,29.0,65.0,0.0,15.1
recife,2025-01-21 18:00:00,27.7,76.0,0.0,12.5
recife,2025-01-21 19:00:00,27.4,77.0,0.0,10.7
recife,2025-01-21 20:00:00,27.1,78.0,0.1,10.8
recife,2025-01-21 21:00:00,27.1,78.0,0.1,10.6
recife,2025-01-21 22:00:00,26.0,85.0,0.4,9.7
recife,2025-01-21 23:00:00,24.9,88.0,0.4,10.8
recife,2025-01-22 00:00:00,25.2,86.0,0.2,4.0
recife,2025-01-22 01:00:00,24.7,89.0,0.1,7.6
recife,2025-01-22 02:00:00,25.1,86.0,0.2,6.8
recife,2025-01-22 03:00:00,24.9,88.0,0.1,7.7
recife,2025-01-22 04:00:00,25.1,87.0,0.1,6.3
recife,2025-01-22 05:00:00,25.1,87.0,0.2,7.2
recife,2025-01-22 06:00:00,25.3,87.0,0.1,4.7
recife,2025-01-22 07:00:00,26.1,83.0,0.1,1.9
recife,2025-01-22 08:00:00,27.4,77.0,0.2,6.8
recife,2025-01-22 09:00:00,28.9,69.0,0.5,12.1
recife,2025-01-22 10:00:00,29.4,67.0,0.3,12.8
recife,2025-01-22 11:00:00,29.9,64.0,0.2,13.8
recife,2025-01-22 12:00:00,30.5,60.0,0.0,15.9
recife,2025-01-22 13:00:00,30.3,60.0,0.0,16.0
recife,2025-01-22 14:00:00,30.0,60.0,0.0,15.7
recife,2025-01-22 15:00:00,29.6,62.0,0.0,15.9
recife,2025-01-22 16:00:00,29.1,63.0,0.0,14.9
recife,2025-01-22 17:00:00,28.4,66.0,0.0,13.7
recife,2025-01-22 18:00:00,27.5,70.0,0.0,10.6
recife,2025-01-22 19:00:00,27.3,70.0,0.0,10.0
recife,2025-01-22 20:00:00,27.1,70.0,0.0,10.2
recife,2025-01-22 21:00:00,27.1,71.0,0.0,10.2
recife,2025-01-22 22:00:00,26.9,71.0,0.0,10.4
recife,2025-01-22 23:00:00,26.7,72.0,0.0,9.1
recife,2025-01-23 00:00:00,26.5,72.0,0.0,9.2
recife,2025-01-23 01:00:00,26.3,73.0,0.0,8.2
recife,2025-01-23 02:00:00,25.8,76.0,0.1,8.1
recife,2025-01-23 03:00:00,25.3,79.0,0.3,8.4
recife,2025-01-23 04:00:00,24.6,83.0,0.2,6.5
recife,2025-01-23 05:00:00,24.3,85.0,0.2,0.4
recife,2025-01-23 06:00:00,24.4,85.0,0.4,5.5
recife,2025-01-23 07:00:00,25.2,83.0,0.4,4.7
recife,2025-01-23 08:00:00,26.5,76.0,0.1,3.4
recife,2025-01-23 09:00:00,27.8,69.0,0.1,5.949999999999999
recife,2025-01-23 10:00:00,28.4,65.0,0.1,8.5
recife,2025-01-23 11:00:00,28.8,64.0,0.1,7.6
recife,2025-01-23 12:00:00,29.8,58.0,0.0,9.3
recife,2025-01-23 13:00:00,30.1,56.0,0.0,10.5
recife,2025-01-23 14:00:00,29.9,57.0,0.0,10.5
recife,2025-01-23 15:00:00,29.4,60.0,0.0,10.8
recife,2025-01-23 16:00:00,29.0,63.0,0.0,11.1
recife,2025-01-23 17:00:00,28.2,65.0,0.0,10.4
recife,2025-01-23 18:00:00,27.6,67.0,0.0,10.1
recife,2025-01-23 19:00:00,27.4,69.0,0.0,10.3
recife,2025-01-23 20:00:00,27.2,71.0,0.0,10.7
recife,2025-01-23 21:00:00,27.2,70.0,0.0,10.5
recife,2025-01-23 22:00:00,26.8,73.0,0.0,9.3
recife,2025-01-23 23:00:00,26.4,75.0,0.0,8.4
recife,2025-01-24 00:00:00,26.2,76.0,0.0,7.0
recife,2025-01-24 01:00:00,26.0,77.0,0.0,6.6
recife,2025-01-24 02:00:00,25.8,77.0,0.1,6.9
recife,2025-01-24 03:00:00,25.6,79.0,0.2,6.0
recife,2025-01-24 04:00:00,25.3,80.0,0.1,5.3
recife,2025-01-24 05:00:00,25.3,80.0,0.0,3.0
recife,2025-01-24 06:00:00,26.0,77.0,0.0,4.2
recife,2025-01-24 07:00:00,27.3,70.0,0.0,5.5
recife,2025-01-24 08:00:00,28.5,63.0,0.0,8.4
recife,2025-01-24 09:00:00,29.5,59.0,0.0,8.9
recife,2025-01-24 10:00:00,30.2,59.0,0.0,12.2
recife,2025-01-24 11:00:00,30.3,58.0,0.0,13.6
recife,2025-01-24 12:00:00,30.4,57.0,0.0,13.9
recife,2025-01-24 13:00:00,30.3,57.0,0.0,13.8
recife,2025-01-24 14:00:00,30.1,59.0,0.0,13.9
recife,2025-01-24 15:00:00,29.6,62.0,0.0,13.3
recife,2025-01-24 16:00:00,28.9,66.0,0.0,13.3
recife,2025-01-24 17:00:00,28.2,67.0,0.0,13.2
recife,2025-01-24 18:00:00,27.5,70.0,0.0,11.6
recife,2025-01-24 19:00:00,27.3,71.0,0.0,10.9
recife,2025-01-24 20:00:00,27.0,73.0,0.1,11.1
recife,2025-01-24 21:00:00,26.9,75.0,0.3,10.8
recife,2025-01-24 22:00:00,26.8,75.0,0.0,11.5
recife,2025-01-24 23:00:00,26.5,75.0,0.1,8.9
recife,2025-01-25 00:00:00,26.3,77.0,0.1,8.0
recife,2025-01-25 01:00:00,25.9,78.0,0.1,7.9
recife,2025-01-25 02:00:00,25.7,79.0,0.1,7.2
recife,2025-01-25 03:00:00,25.3,81.0,0.1,7.5
recife,2025-01-25 04:00:00,25.1,83.0,0.1,6.4
recife,2025-01-25 05:00:00,24.3,89.0,0.3,9.0
recife,2025-01-25 06:00:00,24.2,88.0,0.4,7.0
recife,2025-01-25 07:00:00,24.8,83.0,0.6,2.8
recife,2025-01-25 08:00:00,25.8,78.0,0.3,6.7
recife,2025-01-25 09:00:00,26.2,77.0,0.1,5.6
recife,2025-01-25 10:00:00,28.4,71.0,0.0,9.3
recife,2025-01-25 11:00:00,28.8,69.0,0.0,11.1
recife,2025-01-25 12:00:00,29.0,69.0,0.0,11.8
recife,2025-01-25 13:00:00,28.9,70.0,0.0,11.6
recife,2025-01-25 14:00:00,29.3,67.0,0.0,12.2
recife,2025-01-25 15:00:00,28.6,72.0,0.0,12.7
recife,2025-01-25 16:00:00,28.1,73.0,0.0,13.2
recife,2025-01-25 17:00:00,27.3,77.0,0.0,11.9
recife,2025-01-25 18:00:00,26.8,78.5,0.1,10.1
recife,2025-01-25 19:00:00,26.6,80.0,0.2,10.8
recife,2025-01-25 20:00:00,26.3,82.0,0.2,10.5
recife,2025-01-25 21:00:00,25.9,83.0,0.3,9.1
recife,2025-01-25 22:00:00,25.5,86.0,0.2,4.7
recife,2025-01-25 23:00:00,25.5,86.0,0.2,5.2
recife,2025-01-26 00:00:00,25.5,86.0,0.1,9.2
recife,2025-01-26 01:00:00,25.4,86.0,0.1,5.6
recife,2025-01-26 02:00:00,24.9,88.0,0.1,8.9
recife,2025-01-26 03:00:00,24.7,89.0,0.0,6.0
recife,2025-01-26 04:00:00,24.6,90.0,0.1,6.4
recife,2025-01-26 05:00:00,25.0,88.0,0.2,7.0
recife,2025-01-26 06:00:00,24.7,88.0,0.2,9.4
recife,2025-01-26 07:00:00,25.0,83.0,0.3,7.5
recife,2025-01-26 08:00:00,25.5,81.0,0.1,7.0
recife,2025-01-26 09:00:00,26.8,74.0,0.1,5.5
recife,2025-01-26 10:00:00,27.6,75.0,0.1,9.5
recife,2025-01-26 11:00:00,28.1,73.0,0.1,8.9
recife,2025-01-26 12:00:00,28.4,70.0,0.1,10.9
recife,2025-01-26 13:00:00,26.0,81.0,0.9,12.0
recife,2025-01-26 14:00:00,26.6,78.0,0.2,9.3
recife,2025-01-26 15:00:00,27.5,75.0,0.1,10.6
recife,2025-01-26 16:00:00,26.8,77.0,0.1,12.0
recife,2025-01-26 17:00:00,26.2,80.0,0.1,11.8
recife,2025-01-26 18:00:00,25.7,83.0,0.1,10.1
recife,2025-01-26 19:00:00,25.4,86.0,0.2,7.1
recife,2025-01-26 20:00:00,24.7,90.0,0.7,4.9
recife,2025-01-26 21:00:00,24.8,88.0,0.3,4.6
recife,2025-01-26 22:00:00,23.5,94.0,6.2,4.6
recife,2025-01-26 23:00:00,24.3,91.0,0.1,3.4
recife,2025-01-27 00:00:00,24.1,95.0,0.1,3.0
recife,2025-01-27 01:00:00,24.2,97.0,0.2,1.8
recife,2025-01-27 02:00:00,24.0,98.0,0.1,3.4
recife,2025-01-27 03:00:00,23.6,99.0,0.1,2.0
recife,2025-01-27 04:00:00,23.8,98.0,0.2,4.3
recife,2025-01-27 05:00:00,24.0,98.0,0.2,4.0
recife,2025-01-27 06:00:00,24.4,97.0,0.2,4.1
recife,2025-01-27 07:00:00,25.9,88.0,0.1,5.2
recife,2025-01-27 08:00:00,27.0,81.0,0.1,9.7
recife,2025-01-27 09:00:00,28.0,75.0,0.2,11.8
recife,2025-01-27 10:00:00,28.2,74.0,0.5,10.6
recife,2025-01-27 11:00:00,28.8,72.0,0.3,9.5
recife,2025-01-27 12:00:00,29.0,68.0,0.8,12.9
recife,2025-01-27 13:00:00,28.4,75.0,0.4,10.4
recife,2025-01-27 14:00:00,28.2,74.0,0.3,11.6
recife,2025-01-27 15:00:00,27.6,78.0,0.3,9.1
recife,2025-01-27 16:00:00,28.2,76.0,0.0,6.4
recife,2025-01-27 17:00:00,24.8,89.0,3.0,12.5
recife,2025-01-27 18:00:00,24.0,90.0,0.4,4.0
recife,2025-01-27 19:00:00,24.5,89.0,0.1,2.6
recife,2025-01-27 20:00:00,24.2,92.0,1.2,8.0
recife,2025-01-27 21:00:00,23.9,97.0,1.0,7.4
recife,2025-01-27 22:00:00,25.1,90.0,0.2,10.2
recife,2025-01-27 23:00:00,24.5,93.0,2.3,8.1
recife,2025-01-28 00:00:00,24.5,94.0,0.6,4.8
recife,2025-01-28 01:00:00,24.0,97.0,2.7,5.1
recife,2025-01-28 02:00:00,23.9,95.0,1.1,4.6
recife,2025-01-28 03:00:00,23.3,98.0,2.0,7.1
recife,2025-01-28 04:00:00,22.9,98.0,5.4,3.7
recife,2025-01-28 05:00:00,23.0,95.0,4.1,1.3
recife,2025-01-28 06:00:00,23.2,94.0,0.4,3.8
recife,2025-01-28 07:00:00,23.9,91.0,0.3,2.6
recife,2025-01-28 08:00:00,25.0,86.0,0.1,3.5
recife,2025-01-28 09:00:00,26.3,81.0,0.0,4.5
recife,2025-01-28 10:00:00,26.7,81.0,0.2,7.4
recife,2025-01-28 11:00:00,27.1,79.0,0.1,10.0
recife,2025-01-28 12:00:00,26.8,82.0,0.2,8.0
recife,2025-01-28 13:00:00,27.3,80.0,0.0,7.0
recife,2025-01-28 14:00:00,27.5,78.0,0.0,8.3
recife,2025-01-28 15:00:00,27.2,78.0,0.0,9.0
recife,2025-01-28 16:00:00,27.0,79.0,0.0,9.3
recife,2025-01-28 17:00:00,26.8,79.0,0.0,8.9
recife,2025-01-28 18:00:00,26.3,82.0,0.0,7.8
recife,2025-01-28 19:00:00,26.2,84.0,0.0,7.6
recife,2025-01-28 20:00:00,26.1,83.0,0.0,8.2
recife,2025-01-28 21:00:00,26.0,84.0,0.0,9.4
recife,2025-01-28 22:00:00,25.9,87.0,0.0,5.7
recife,2025-01-28 23:00:00,24.9,92.0,0.1,7.8
recife,2025-01-29 00:00:00,24.6,92.0,0.2,5.7
recife,2025-01-29 01:00:00,24.3,93.0,0.0,5.6
recife,2025-01-29 02:00:00,24.1,93.0,0.3,3.6
recife,2025-01-29 03:00:00,24.0,94.0,0.1,5.2
recife,2025-01-29 04:00:00,24.0,94.0,0.1,7.3
recife,2025-01-29 05:00:00,24.2,92.0,0.0,4.9
recife,2025-01-29 06:00:00,23.9,93.0,0.1,6.6
recife,2025-01-29 07:00:00,24.8,86.0,0.1,7.7
recife,2025-01-29 08:00:00,26.1,81.0,0.1,8.7
recife,2025-01-29 09:00:00,26.3,81.0,0.0,10.0
recife,2025-01-29 10:00:00,26.7,80.0,0.4,9.9
recife,2025-01-29 11:00:00,26.0,83.0,0.6,10.0
recife,2025-01-29 12:00:00,26.5,82.0,0.1,9.5
recife,2025-01-29 13:00:00,27.5,79.0,0.0,10.1
recife,2025-01-29 14:00:00,27.0,79.0,0.1,12.6
recife,2025-01-29 15:00:00,27.1,80.0,0.0,10.8
recife,2025-01-29 16:00:00,26.8,80.0,0.0,11.4
recife,2025-01-29 17:00:00,26.4,81.0,0.0,9.5
recife,2025-01-29 18:00:00,26.0,83.0,0.0,7.3
recife,2025-01-29 19:00:00,25.7,85.0,0.0,8.2
recife,2025-01-29 20:00:00,25.6,86.0,0.0,8.0
recife,2025-01-29 21:00:00,25.7,85.0,0.0,6.7
recife,2025-01-29 22:00:00,26.1,89.0,0.0,7.1
recife,2025-01-29 23:00:00,26.0,87.0,0.3,8.9
recife,2025-01-30 00:00:00,25.8,87.0,0.6,9.7
recife,2025-01-30 01:00:00,26.0,86.0,0.3,7.5
recife,2025-01-30 02:00:00,24.6,92.0,0.4,8.3
recife,2025-01-30 03:00:00,24.4,93.0,0.2,2.2
recife,2025-01-30 04:00:00,24.0,94.0,0.3,2.5
recife,2025-01-30 05:00:00,24.3,94.0,0.4,3.0
recife,2025-01-30 06:00:00,25.1,87.0,0.2,5.7
recife,2025-01-30 07:00:00,26.1,83.0,0.1,8.1
recife,2025-01-30 08:00:00,26.2,81.0,0.2,10.0
recife,2025-01-30 09:00:00,27.3,77.0,0.5,12.1
recife,2025-01-30 10:00:00,28.6,71.0,0.3,11.0
recife,2025-01-30 11:00:00,29.4,67.0,0.2,12.1
recife,2025-01-30 12:00:00,29.6,67.0,0.0,12.4
recife,2025-01-30 13:00:00,29.5,67.0,0.0,12.8
recife,2025-01-30 14:00:00,29.2,69.0,0.0,12.7
recife,2025-01-30 15:00:00,28.8,71.0,0.0,13.2
recife,2025-01-30 16:00:00,28.3,73.0,0.0,12.5
recife,2025-01-30 17:00:00,27.6,74.0,0.0,11.3
recife,2025-01-30 18:00:00,26.8,78.0,0.0,9.8
recife,2025-01-30 19:00:00,26.5,79.0,0.0,8.8
recife,2025-01-30 20:00:00,26.3,79.0,0.0,9.4
recife,2025-01-30 21:00:00,26.3,78.0,0.0,9.9
recife,2025-01-30 22:00:00,26.4,80.0,0.0,10.1
recife,2025-01-30 23:00:00,26.1,81.0,0.0,9.1
recife,2025-01-31 00:00:00,25.8,81.0,0.0,8.5
recife,2025-01-31 01:00:00,25.6,82.0,0.0,9.0
recife,2025-01-31 02:00:00,25.6,82.0,0.0,9.0
recife,2025-01-31 03:00:00,25.4,83.0,0.0,8.3
recife,2025-01-31 04:00:00,25.1,84.0,0.0,7.5
recife,2025-01-31 05:00:00,25.0,84.0,0.0,7.3
recife,2025-01-31 06:00:00,25.4,83.0,0.0,7.4
recife,2025-01-31 07:00:00,26.8,75.0,0.1,9.2
recife,2025-01-31 08:00:00,27.5,72.0,0.1,10.2
recife,2025-01-31 09:00:00,28.4,68.0,0.0,9.9
recife,2025-01-31 10:00:00,29.3,65.0,0.0,11.3
recife,2025-01-31 11:00:00,29.8,60.0,0.0,11.8
recife,2025-01-31 12:00:00,30.1,57.0,0.0,12.6
recife,2025-01-31 13:00:00,30.0,59.0,0.0,12.4
recife,2025-01-31 14:00:00,29.9,59.0,0.0,13.3
recife,2025-01-31 15:00:00,29.6,60.0,0.0,14.1
recife,2025-01-31 16:00:00,29.0,61.0,0.0,13.4
recife,2025-01-31 17:00:00,28.3,65.0,0.0,10.7
recife,2025-01-31 18:00:00,27.1,72.0,0.0,7.7
recife,2025-01-31 19:00:00,27.0,73.0,0.0,7.9
recife,2025-01-31 20:00:00,27.2,72.0,0.0,10.7
recife,2025-01-31 21:00:00,27.3,71.0,0.0,12.1
recife,2025-01-31 22:00:00,26.6,75.0,0.0,9.4
recife,2025-01-31 23:00:00,26.3,74.0,0.0,7.0
rio_de_janeiro,2025-01-01 00:00:00,23.5,89.0,0.0,2.1
rio_de_janeiro,2025-01-01 01:00:00,23.3,90.0,0.0,1.0
rio_de_janeiro,2025-01-01 02:00:00,22.9,93.0,0.0,1.3
rio_de_janeiro,2025-01-01 03:00:00,22.8,93.0,0.0,2.4
rio_de_janeiro,2025-01-01 04:00:00,22.9,91.0,0.0,4.0
rio_de_janeiro,2025-01-01 05:00:00,22.7,92.0,0.0,3.4
rio_de_janeiro,2025-01-01 06:00:00,23.2,91.0,0.0,4.3
rio_de_janeiro,2025-01-01 07:00:00,24.4,82.0,0.0,4.1
rio_de_janeiro,2025-01-01 08:00:00,26.0,74.0,0.0,4.4
rio_de_janeiro,2025-01-01 09:00:00,27.5,68.0,0.0,2.8
rio_de_janeiro,2025-01-01 10:00:00,28.9,64.0,0.0,2.4
rio_de_janeiro,2025-01-01 11:00:00,29.7,61.0,0.0,6.1
rio_de_janeiro,2025-01-01 12:00:00,29.1,68.0,0.1,13.5
rio_de_janeiro,2025-01-01 13:00:00,28.5,67.0,0.1,12.6
rio_de_janeiro,2025-01-01 14:00:00,27.0,77.0,0.6,13.6
rio_de_janeiro,2025-01-01 15:00:00,25.5,81.0,2.0,17.8
rio_de_janeiro,2025-01-01 16:00:00,25.9,80.0,0.0,5.6
rio_de_janeiro,2025-01-01 17:00:00,25.6,78.0,0.3,7.9
rio_de_janeiro,2025-01-01 18:00:00,25.3,80.0,0.0,6.2
rio_de_janeiro,2025-01-01 19:00:00,25.0,85.0,0.0,1.0
rio_de_janeiro,2025-01-01 20:00:00,24.5,88.0,0.0,3.2
rio_de_janeiro,2025-01-01 21:00:00,24.1,91.0,0.0,2.9
rio_de_janeiro,2025-01-01 22:00:00,24.3,92.0,0.0,1.0
rio_de_janeiro,2025-01-01 23:00:00,23.9,94.0,0.0,0.6
rio_de_janeiro,2025-01-02 00:00:00,23.7,94.0,0.0,0.7
rio_de_janeiro,2025-01-02 01:00:00,23.4,95.0,0.0,1.6
rio_de_janeiro,2025-01-02 02:00:00,23.2,97.0,0.0,4.2
rio_de_janeiro,2025-01-02 03:00:00,23.1,97.0,0.0,4.7
rio_de_janeiro,2025-01-02 04:00:00,22.9,98.0,0.0,5.6
rio_de_janeiro,2025-01-02 05:00:00,22.6,98.0,0.0,7.0
rio_de_janeiro,2025-01-02 06:00:00,22.7,97.0,0.0,7.7
rio_de_janeiro,2025-01-02 07:00:00,23.7,92.0,0.0,6.9
rio_de_janeiro,2025-01-02 08:00:00,25.5,84.0,0.0,5.2
rio_de_janeiro,2025-01-02 09:00:00,27.6,72.0,0.0,2.0
rio_de_janeiro,2025-01-02 10:00:00,29.4,62.0,0.0,4.3
rio_de_janeiro,2025-01-02 11:00:00,30.0,61.0,0.0,6.0
rio_de_janeiro,2025-01-02 12:00:00,30.2,64.0,0.0,10.5
rio_de_janeiro,2025-01-02 13:00:00,30.1,63.0,0.0,13.8
rio_de_janeiro,2025-01-02 14:00:00,30.0,60.0,0.0,15.9
rio_de_janeiro,2025-01-02 15:00:00,29.4,61.0,0.0,17.3
rio_de_janeiro,2025-01-02 16:00:00,28.9,59.0,0.0,13.8
rio_de_janeiro,2025-01-02 17:00:00,28.6,64.0,0.0,11.8
rio_de_janeiro,2025-01-02 18:00:00,27.9,72.0,0.0,7.8
rio_de_janeiro,2025-01-02 19:00:00,27.0,79.0,0.0,5.5
rio_de_janeiro,2025-01-02 20:00:00,26.7,84.0,0.0,3.9
rio_de_janeiro,2025-01-02 21:00:00,26.6,85.0,0.0,6.9
rio_de_janeiro,2025-01-02 22:00:00,26.5,81.0,0.0,5.8
rio_de_janeiro,2025-01-02 23:00:00,26.1,83.0,0.0,6.8
rio_de_janeiro,2025-01-03 00:00:00,25.7,86.0,0.0,7.1
rio_de_janeiro,2025-01-03 01:00:00,25.7,82.0,0.0,7.3
rio_de_janeiro,2025-01-03 02:00:00,25.7,78.0,0.2,8.7
rio_de_janeiro,2025-01-03 03:00:00,25.0,83.0,0.6,9.4
rio_de_janeiro,2025-01-03 04:00:00,24.3,88.0,0.3,10.2
rio_de_janeiro,2025-01-03 05:00:00,23.8,89.0,0.0,13.7
rio_de_janeiro,2025-01-03 06:00:00,24.2,86.0,0.2,13.8
rio_de_janeiro,2025-01-03 07:00:00,25.2,82.0,0.1,10.2
rio_de_janeiro,2025-01-03 08:00:00,27.8,68.0,0.0,9.4
rio_de_janeiro,2025-01-03 09:00:00,29.3,60.0,0.0,8.4
rio_de_janeiro,2025-01-03 10:00:00,31.8,51.0,0.0,11.3
rio_de_janeiro,2025-01-03 11:00:00,33.5,45.0,0.0,13.7
rio_de_janeiro,2025-01-03 12:00:00,34.6,44.0,0.0,10.4
rio_de_janeiro,2025-01-03 13:00:00,34.5,41.0,0.0,6.0
rio_de_janeiro,2025-01-03 14:00:00,34.1,42.0,0.0,5.0
rio_de_janeiro,2025-01-03 15:00:00,31.3,55.0,0.4,5.8
rio_de_janeiro,2025-01-03 16:00:00,32.5,48.0,0.0,1.4
rio_de_janeiro,2025-01-03 17:00:00,31.5,51.0,0.0,1.5
rio_de_janeiro,2025-01-03 18:00:00,30.6,55.0,0.0,1.7
rio_de_janeiro,2025-01-03 19:00:00,29.2,63.0,0.0,5.0
rio_de_janeiro,2025-01-03 20:00:00,28.6,67.0,0.0,4.7
rio_de_janeiro,2025-01-03 21:00:00,28.9,65.0,0.0,5.1
rio_de_janeiro,2025-01-03 22:00:00,28.8,67.0,0.0,5.8
rio_de_janeiro,2025-01-03 23:00:00,28.2,71.0,0.0,6.1
rio_de_janeiro,2025-01-04 00:00:00,27.6,74.0,0.0,8.4
rio_de_janeiro,2025-01-04 01:00:00,27.1,77.0,0.0,8.9
rio_de_janeiro,2025-01-04 02:00:00,26.8,77.0,0.0,9.4
rio_de_janeiro,2025-01-04 03:00:00,26.3,77.0,0.0,11.3
rio_de_janeiro,2025-01-04 04:00:00,25.8,79.0,0.0,11.6
rio_de_janeiro,2025-01-04 05:00:00,25.6,79.0,0.0,12.0
rio_de_janeiro,2025-01-04 06:00:00,26.0,77.0,0.0,12.1
rio_de_janeiro,2025-01-04 07:00:00,28.2,65.0,0.0,12.6
rio_de_janeiro,2025-01-04 08:00:00,30.1,55.0,0.0,13.9
rio_de_janeiro,2025-01-04 09:00:00,31.6,49.0,0.0,13.9
rio_de_janeiro,2025-01-04 10:00:00,33.4,45.0,0.0,15.4
rio_de_janeiro,2025-01-04 11:00:00,34.9,40.0,0.0,12.9
rio_de_janeiro,2025-01-04 12:00:00,35.1,38.0,0.0,8.7
rio_de_janeiro,2025-01-04 13:00:00,33.1,47.0,0.0,9.3
